type,benchmarks,MP,SI,VP,AP,AS,PA,CE,CO,EC,NV,CL,QL,MS,MC,TaskHierarchies,keyword,2008.docs,2009.docs,2010.docs,2011.docs,2012.docs,2013.docs,2014.docs,2015.docs,2016.docs,2017.docs,2018.docs,2019.docs,2020.docs,2021.docs,2022.docs,2023.docs,2024.docs,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Dataset,RumourEval,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Stance Detection >  
",RumourEval,0,0,0,0,0,0,0,0,0,0,2,5,1,7,8,12,23,0,0,0,0,0,0,0,0,0,0,0.011698643,0.024000384,0.003930354,0.028327466,0.022345745,0.014596942,0.017276606
Dataset,RVL-CDIP,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Document Image Classification 
Computer Vision > Document Image Classification >  
",RVL-CDIP,0,0,0,0,0,0,0,0,0,0,0,1,3,5,13,25,35,0,0,0,0,0,0,0,0,0,0,0,0.004800077,0.011791062,0.020233904,0.036311835,0.030410296,0.026290487
Dataset,SBD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Edge Detection >  
",SBD,0,0,0,1,0,0,1,1,1,5,10,12,20,19,27,72,124,0,0,0,0.175746924,0,0,0.084245998,0.043802015,0.028208745,0.072233459,0.058493215,0.057600922,0.078607082,0.076888835,0.075416888,0.087581652,0.093143441
Dataset,Scan2CAD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > 3D > 3D Reconstruction 
Computer Vision > 3D Reconstruction >  
",Scan2CAD,0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0.019200307,0.007860708,0.024280685,0.019552526,0.01338053,0.016525449
Dataset,ScanNet,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Semantic Segmentation > Scene Segmentation 
",ScanNet,0,0,0,0,0,0,0,0,0,1,8,12,9,29,58,161,336,0,0,0,0,0,0,0,0,0,0.014446692,0.046794572,0.057600922,0.035373187,0.117356643,0.162006648,0.195842304,0.252388679
Dataset,SciTail,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Natural Language Inference >  
",SciTail,0,0,0,0,0,0,0,0,0,0,10,8,17,14,17,37,40,0,0,0,0,0,0,0,0,0,0,0.058493215,0.038400614,0.06681602,0.056654931,0.047484707,0.045007238,0.030046271
Dataset,SCUT-FBP,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Facial Recognition and Modelling > Facial Beauty Prediction 
",SCUT-FBP,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,3,0,0,0,0,0,0,0,0,0.028208745,0,0,0.004800077,0.003930354,0.004046781,0,0.006082059,0.00225347
Dataset,SearchQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering > Open-Domain Question Answering 
",SearchQA,0,0,0,0,0,0,0,0,0,0,15,10,17,18,29,51,91,0,0,0,0,0,0,0,0,0,0,0.087739822,0.048000768,0.06681602,0.072842054,0.081003324,0.062037003,0.068355267
Dataset,Second dialogue state tracking challenge,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Dialogue > Dialogue State Tracking 
",Second dialogue state tracking challenge,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011698643,0,0,0.004046781,0,0,0
Dataset,SemEval,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"Natural Language Processing > Text Classification > Emotion Classification 
Natural Language Processing > Relationship Extraction (Distant Supervised) >  
Natural Language Processing > Sentiment Analysis > Aspect-Based Sentiment Analysis 
Natural Language Processing > Sentiment Analysis >  
Natural Language Processing > Question Answering >  
Natural Language Processing > Hypernym Discovery >  
",SemEval,0,3,1,3,3,1,5,20,31,40,120,148,160,279,480,1111,1272,0,0.793650794,0.302114804,0.527240773,0.368550369,0.166944908,0.421229992,0.876040298,0.874471086,0.577867668,0.701918577,0.710411367,0.62885666,1.129051839,1.340744672,1.351433541,0.955471426
Dataset,SensEval,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Natural Language Processing > Word Sense Disambiguation,SensEval,0,0,0,0,1,0,0,2,0,0,3,1,0,2,0,1,3,0,0,0,0,0.122850123,0,0,0.08760403,0,0,0.017547964,0.004800077,0,0.008093562,0,0.001216412,0.00225347
Dataset,SentEval,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"Natural Language Processing > Semantic Textual Similarity >  
",SentEval,0,0,0,0,0,0,0,0,0,0,11,11,4,16,41,70,64,0,0,0,0,0,0,0,0,0,0,0.064342536,0.052800845,0.015721416,0.064748493,0.114521941,0.085148828,0.048074034
Dataset,Sentihood,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"Natural Language Processing > Sentiment Analysis > Aspect-Based Sentiment Analysis 
",Sentihood,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0.005849321,0.01440023,0.015721416,0.020233904,0.01396609,0.004865647,0.003755784
Dataset,Sequential MNIST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Sequential Image Classification 
",Sequential MNIST,0,0,0,0,0,0,0,0,4,11,17,13,21,10,16,25,54,0,0,0,0,0,0,0,0,0.112834979,0.158913609,0.099438465,0.062400998,0.082537437,0.040467808,0.044691489,0.030410296,0.040562466
Dataset,ShanghaiTech,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Crowds > Crowd Counting 
",ShanghaiTech,0,0,0,0,0,0,2,0,0,3,8,12,26,33,41,146,215,0,0,0,0,0,0,0.168491997,0,0,0.043340075,0.046794572,0.057600922,0.102189207,0.133543766,0.114521941,0.177596127,0.161498708
Dataset,ShapeNet,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Semantic Segmentation >  
",ShapeNet,0,0,0,0,0,0,0,1,5,12,56,40,56,92,136,314,532,0,0,0,0,0,0,0,0.043802015,0.141043724,0.1733603,0.327562003,0.192003072,0.220099831,0.372303832,0.379877657,0.381953314,0.399615408
Dataset,SighanNER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Named Entity Recognition > Chinese Named Entity Recognition 
",SighanNER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,SimpleQuestions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",SimpleQuestions,0,1,0,1,1,1,0,5,7,14,20,40,36,52,53,125,296,0,0.264550265,0,0.175746924,0.122850123,0.166944908,0,0.219010074,0.197461213,0.202253684,0.11698643,0.192003072,0.141492748,0.210432601,0.148040558,0.152051479,0.222342407
Dataset,Sintel,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Optical Flow Estimation >  
",Sintel,0,0,0,0,0,1,0,1,2,3,4,8,6,7,18,37,49,0,0,0,0,0,0.166944908,0,0.043802015,0.056417489,0.043340075,0.023397286,0.038400614,0.023582125,0.028327466,0.050277925,0.045007238,0.036806682
Dataset,SK-LARGE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Object Detection > Object Skeleton Detection 
",SK-LARGE,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.005849321,0,0.003930354,0.004046781,0,0.001216412,0.000751157
Dataset,SLAM 2018,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Language Acquisition >  
",SLAM 2018,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,4,8,0,0,0,0,0,0,0,0,0,0,0.011698643,0.004800077,0.003930354,0.004046781,0.01396609,0.004865647,0.006009254
Dataset,SNLI,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Natural Language Inference >  
",SNLI,0,0,0,0,0,0,0,0,3,13,73,61,109,147,219,514,558,0,0,0,0,0,0,0,0,0.084626234,0.187806992,0.427000468,0.292804685,0.4284086,0.594876776,0.611714757,0.62523568,0.419145484
Dataset,Sogou News,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification >  
",Sogou News,0,0,0,0,0,0,0,1,0,1,4,2,4,2,4,6,13,0,0,0,0,0,0,0,0.043802015,0,0.014446692,0.023397286,0.009600154,0.015721416,0.008093562,0.011172872,0.007298471,0.009765038
Dataset,spider,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Semantic Parsing >  
",spider,0,2,2,2,2,0,3,10,9,25,69,92,131,112,206,567,891,0,0.529100529,0.604229607,0.351493849,0.245700246,0,0.252737995,0.438020149,0.253878702,0.361167293,0.403603182,0.441607066,0.51487639,0.453239448,0.575402922,0.689705507,0.669280692
Dataset,SQuAD,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",SQuAD,0,0,0,0,0,0,0,0,7,13,125,151,217,258,383,892,1175,0,0,0,0,0,0,0,0,0.197461213,0.187806992,0.731165185,0.724811597,0.852886845,1.044069443,1.069802519,1.085039351,0.882609218
Dataset,SR11Deep,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Text Generation > Data-to-Text Generation 
",SR11Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,SST,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Sentiment Analysis >  
",SST,0,2,0,5,4,5,3,5,9,11,83,119,185,219,472,1206,1768,0,0.529100529,0,0.878734622,0.491400491,0.834724541,0.252737995,0.219010074,0.253878702,0.158913609,0.485493683,0.571209139,0.727115513,0.886244992,1.318398927,1.466992665,1.32804519
Dataset,Stanford Cars,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Fine-Grained Image Classification 
Computer Vision > Image Retrieval >  
",Stanford Cars,0,0,0,0,0,0,0,0,0,2,12,19,28,29,59,196,376,0,0,0,0,0,0,0,0,0,0.028893383,0.070191858,0.091201459,0.110049915,0.117356643,0.164799866,0.238416718,0.28243495
Dataset,Stanford Dogs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Fine-Grained Image Classification 
",Stanford Dogs,0,0,0,0,2,0,0,1,3,2,16,18,30,27,28,71,117,0,0,0,0,0.245700246,0,0,0.043802015,0.084626234,0.028893383,0.093589144,0.086401382,0.117910624,0.109263081,0.078210106,0.08636524,0.087885343
Dataset,STARE,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Medical > Medical Image Segmentation > Retinal Vessel Segmentation 
",STARE,0,0,1,0,0,0,0,1,2,10,12,15,22,26,50,92,114,0,0,0.302114804,0,0,0,0,0.043802015,0.056417489,0.144466917,0.070191858,0.072001152,0.086467791,0.1052163,0.139660903,0.111909888,0.085631873
Dataset,STL-10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification >  
",STL-10,0,0,0,3,8,4,5,5,11,25,36,54,89,80,121,313,502,0,0,0,0.527240773,0.982800983,0.667779633,0.421229992,0.219010074,0.310296192,0.361167293,0.210575573,0.259204147,0.349801517,0.323742463,0.337979386,0.380736902,0.377080704
Dataset,Story Cloze Test,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",Story Cloze Test,0,0,0,0,0,0,0,0,0,2,5,4,8,10,25,37,46,0,0,0,0,0,0,0,0,0,0.028893383,0.029246607,0.019200307,0.031442833,0.040467808,0.069830452,0.045007238,0.034553212
Dataset,STS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Semantic Textual Similarity >  
",STS,1,1,3,1,5,1,5,12,12,16,54,110,152,191,297,780,1044,0.649350649,0.264550265,0.906344411,0.175746924,0.614250614,0.166944908,0.421229992,0.525624179,0.338504937,0.231147067,0.31586336,0.528008448,0.597413827,0.77293513,0.829585766,0.948801226,0.78420768
Dataset,SUBJ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Subjectivity Analysis >  
Natural Language Processing > Sentiment Analysis >  
",SUBJ,2,1,4,3,7,4,5,10,18,21,65,51,53,49,95,276,298,1.298701299,0.264550265,1.208459215,0.527240773,0.85995086,0.667779633,0.421229992,0.438020149,0.507757405,0.303380526,0.380205896,0.244803917,0.208308769,0.198292259,0.265355716,0.335729665,0.223844721
Dataset,SUN-RGBD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Object Detection > 3D Object Detection 
Computer Vision > Semantic Segmentation > Scene Segmentation 
",SUN-RGBD,0,0,0,0,0,0,0,0,2,2,10,6,9,17,28,53,97,0,0,0,0,0,0,0,0,0.056417489,0.028893383,0.058493215,0.028800461,0.035373187,0.068795273,0.078210106,0.064469827,0.072862208
Dataset,SVHN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification >  
",SVHN,0,0,0,0,0,5,4,10,47,102,309,361,444,279,370,808,1513,0,0,0,0,0,0.834724541,0.336983993,0.438020149,1.325811001,1.473562554,1.807440337,1.732827725,1.745077231,1.129051839,1.033490685,0.982860757,1.13650021
Dataset,SVNH-to-MNIST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Unsupervised Image-To-Image Translation >  
Computer Vision > Image Generation > Image-to-Image Translation > Unsupervised Image-To-Image Translation 
Computer Vision > Image-to-Image Translation > Unsupervised Image-To-Image Translation 
",SVNH-to-MNIST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,SWAG,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"Reasoning > Common Sense Reasoning >  
",SWAG,0,0,0,1,0,1,0,0,0,0,6,38,75,65,116,420,1339,0,0,0,0.175746924,0,0.166944908,0,0,0,0,0.035095929,0.182402918,0.294776559,0.263040751,0.324013296,0.510892968,1.00579893
Dataset,Switchboard,0,0,0,0,1,0,1,1,0,0,1,0,0,0,"Natural Language Processing > Dialogue > Dialogue Act Classification 
",Switchboard,1,1,0,2,0,1,0,3,12,9,36,37,37,27,54,131,133,0.649350649,0.264550265,0,0.351493849,0,0.166944908,0,0.131406045,0.338504937,0.130020225,0.210575573,0.177602842,0.145423103,0.109263081,0.150833776,0.15934995,0.099903852
Dataset,SYNTHIA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Generation > Image-to-Image Translation 
Computer Vision > Image-to-Image Translation >  
",SYNTHIA,0,0,0,0,0,0,0,0,0,4,19,21,19,37,40,82,112,0,0,0,0,0,0,0,0,0,0.057786767,0.111137108,0.100801613,0.074676728,0.149730889,0.111728723,0.09974577,0.08412956
Dataset,T-LESS,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Pose Estimation > 6D Pose Estimation 
",T-LESS,0,0,0,0,0,1,1,2,0,2,5,8,15,11,25,41,73,0,0,0,0,0,0.166944908,0.084245998,0.08760403,0,0.028893383,0.029246607,0.038400614,0.058955312,0.044514589,0.069830452,0.049872885,0.054834445
Dataset,TACRED,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Relation Extraction >  
",TACRED,0,0,0,0,0,0,0,0,0,0,3,3,12,21,38,94,70,0,0,0,0,0,0,0,0,0,0,0.017547964,0.01440023,0.047164249,0.084982397,0.106142287,0.114342712,0.052580975
Dataset,TCIA Pancreas CT,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Medical > Medical Image Segmentation > 3D Medical Imaging Segmentation 
",TCIA Pancreas CT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008093562,0.002793218,0.004865647,0.001502314
Dataset,TempEval-3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Information Extraction > Temporal Information Extraction 
",TempEval-3,0,0,0,0,0,0,1,0,0,1,4,3,3,2,7,20,21,0,0,0,0,0,0,0.084245998,0,0,0.014446692,0.023397286,0.01440023,0.011791062,0.008093562,0.019552526,0.024328237,0.015774292
Dataset,Text8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Language Modelling >  
",Text8,0,0,0,1,5,2,4,8,17,46,34,24,36,48,159,641,143,0,0,0,0.175746924,0.614250614,0.333889816,0.336983993,0.350416119,0.47954866,0.664547819,0.19887693,0.115201843,0.141492748,0.194245478,0.444121673,0.779719982,0.10741542
Dataset,The ARRAU Corpus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Anaphora Resolution > Abstract Anaphora Resolution 
",The ARRAU Corpus,0,0,0,0,0,0,0,1,0,1,0,0,1,4,7,2,4,0,0,0,0,0,0,0,0.043802015,0,0.014446692,0,0,0.003930354,0.016187123,0.019552526,0.002432824,0.003004627
Dataset,TimeBank,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Information Extraction > Temporal Information Extraction 
",TimeBank,0,1,0,1,0,1,0,0,0,0,6,7,3,6,9,40,35,0,0.264550265,0,0.175746924,0,0.166944908,0,0,0,0,0.035095929,0.033600538,0.011791062,0.024280685,0.025138963,0.048656473,0.026290487
Dataset,TIMIT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Speech > Speech Recognition >  
",TIMIT,0,2,2,4,7,6,8,21,25,47,62,66,47,43,63,132,193,0,0.529100529,0.604229607,0.702987698,0.85995086,1.001669449,0.673967987,0.919842313,0.705218618,0.67899451,0.362657932,0.316805069,0.184726644,0.174011574,0.175972738,0.160566361,0.144973259
Dataset,Tox21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Medical > Drug Discovery >  
",Tox21,0,0,0,0,0,0,0,3,2,9,19,20,22,18,38,115,179,0,0,0,0,0,0,0,0.131406045,0.056417489,0.130020225,0.111137108,0.096001536,0.086467791,0.072842054,0.106142287,0.13988736,0.134457064
Dataset,ToxCast,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Medical > Drug Discovery >  
",ToxCast,0,0,0,0,0,0,0,0,0,4,3,3,4,11,16,56,103,0,0,0,0,0,0,0,0,0,0.057786767,0.017547964,0.01440023,0.015721416,0.044514589,0.044691489,0.068119062,0.077369148
Dataset,TREC,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Ad-Hoc Information Retrieval >  
Natural Language Processing > Text Classification >  
",TREC,5,17,11,15,18,7,13,22,26,25,93,74,102,129,232,575,856,3.246753247,4.497354497,3.32326284,2.636203866,2.211302211,1.168614357,1.095197978,0.963644328,0.733427362,0.361167293,0.543986898,0.355205683,0.400896121,0.522034721,0.648026591,0.699436801,0.642990205
Dataset,TrecQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",TrecQA,0,0,2,2,1,0,0,1,1,3,11,4,9,13,9,12,16,0,0,0.604229607,0.351493849,0.122850123,0,0,0.043802015,0.028208745,0.043340075,0.064342536,0.019200307,0.035373187,0.05260815,0.025138963,0.014596942,0.012018509
Dataset,TriviaQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",TriviaQA,0,0,0,0,0,0,0,0,2,25,32,40,62,108,308,779,166,0,0,0,0,0,0,0,0,0.056417489,0.361167293,0.187178287,0.192003072,0.243681956,0.437052325,0.860311164,0.947584814,0.124692026
Dataset,Tsinghua-Tencent,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Autonomous Vehicles > Traffic Sign Recognition 
",Tsinghua-Tencent,0,0,0,0,0,0,0,2,0,1,7,1,0,2,2,8,4,0,0,0,0,0,0,0,0.08760403,0,0.014446692,0.04094525,0.004800077,0,0.008093562,0.005586436,0.009731295,0.003004627
Dataset,TuSimple,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Autonomous Vehicles > Lane Detection 
",TuSimple,0,0,0,0,0,0,0,0,1,3,3,1,9,6,19,26,10,0,0,0,0,0,0,0,0,0.028208745,0.043340075,0.017547964,0.004800077,0.035373187,0.024280685,0.053071143,0.031626708,0.007511568
Dataset,Twitter Dialogue,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Question Answering >  
",Twitter Dialogue,0,0,0,0,0,0,0,0,1,1,1,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0.028208745,0.014446692,0.005849321,0.019200307,0.007860708,0.008093562,0.002793218,0,0.000751157
Dataset,Ubuntu Dialogue ,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Question Answering >  
",Ubuntu Dialogue ,0,0,0,0,0,0,0,0,6,8,24,25,29,25,23,43,26,0,0,0,0,0,0,0,0,0.169252468,0.115573534,0.140383715,0.12000192,0.11398027,0.10116952,0.064244016,0.052305709,0.019530076
Dataset,UCF CC 50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Crowds > Crowd Counting 
",UCF CC 50,0,0,0,0,0,0,0,0,0,0,2,5,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0.011698643,0.024000384,0.019651771,0.016187123,0.008379654,0.003649235,0.003004627
Dataset,UD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Part-Of-Speech Tagging >  
",UD,1,5,9,11,15,14,24,37,52,133,169,274,237,387,840,1188,381,0.649350649,1.322751323,2.719033233,1.933216169,1.842751843,2.337228715,2.02190396,1.620674551,1.466854725,1.921409997,0.98853533,1.315221044,0.931493928,1.566104164,2.346303176,1.445097252,0.286190734
Dataset,Urban100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Super Resolution > Image Super-Resolution 
",Urban100,0,0,0,0,0,0,0,0,0,3,7,8,10,7,18,39,80,0,0,0,0,0,0,0,0,0,0.043340075,0.04094525,0.038400614,0.039303541,0.028327466,0.050277925,0.047440061,0.060092543
Dataset,UT Multi-view,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Gaze Estimation >  
",UT Multi-view,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,UTKFace,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Facial Recognition and Modelling > Age Estimation 
",UTKFace,0,0,0,0,0,0,0,0,0,0,0,10,23,25,30,51,100,0,0,0,0,0,0,0,0,0,0,0,0.048000768,0.090398145,0.10116952,0.083796542,0.062037003,0.075115678
Dataset,V-SNLI,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Natural Language Inference >  
",V-SNLI,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.009600154,0,0.008093562,0,0.002432824,0
Dataset,VggFace2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,"Computer Vision > Image Inpainting > Facial Inpainting 
Computer Vision > Image Generation > Facial Inpainting 
Computer Vision > Facial Recognition and Modelling > Facial Inpainting 
",VggFace2,0,0,0,0,0,0,0,0,1,0,0,2,4,7,3,16,9,0,0,0,0,0,0,0,0,0.028208745,0,0,0.009600154,0.015721416,0.028327466,0.008379654,0.019462589,0.006760411
Dataset,Vid4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Video > Video Super-Resolution 
Computer Vision > Super Resolution > Video Super-Resolution 
",Vid4,0,0,0,0,0,0,0,0,0,1,1,2,5,8,3,11,24,0,0,0,0,0,0,0,0,0,0.014446692,0.005849321,0.009600154,0.019651771,0.032374246,0.008379654,0.01338053,0.018027763
Dataset,Visual7W,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Visual Question Answering >  
",Visual7W,0,0,0,0,0,0,0,0,2,8,25,22,17,13,21,43,78,0,0,0,0,0,0,0,0,0.056417489,0.115573534,0.146233037,0.10560169,0.06681602,0.05260815,0.058657579,0.052305709,0.058590229
Dataset,VoxForge,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Speech > Speech Recognition > Accented Speech Recognition 
",VoxForge,0,0,0,0,0,1,0,0,1,1,1,4,3,1,4,13,9,0,0,0,0,0,0.166944908,0,0,0.028208745,0.014446692,0.005849321,0.019200307,0.011791062,0.004046781,0.011172872,0.015813354,0.006760411
Dataset,WAF,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Pose Estimation > Multi-Person Pose Estimation 
",WAF,1,0,0,0,2,2,0,1,0,3,3,4,17,16,22,40,85,0.649350649,0,0,0,0.245700246,0.333889816,0,0.043802015,0,0.043340075,0.017547964,0.019200307,0.06681602,0.064748493,0.061450797,0.048656473,0.063848326
Dataset,WebFace,0,1,1,1,1,0,0,0,0,0,0,1,0,0,"Computer Vision > Image Inpainting > Facial Inpainting 
Computer Vision > Image Generation > Facial Inpainting 
Computer Vision > Facial Recognition and Modelling > Facial Inpainting 
",WebFace,0,0,0,0,0,0,0,0,1,5,11,9,4,17,12,28,52,0,0,0,0,0,0,0,0,0.028208745,0.072233459,0.064342536,0.043200691,0.015721416,0.068795273,0.033518617,0.034059531,0.039060153
Dataset,WebNLG,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Text Generation > Data-to-Text Generation 
",WebNLG,0,0,0,0,0,0,0,0,0,1,2,4,7,29,45,98,112,0,0,0,0,0,0,0,0,0,0.014446692,0.011698643,0.019200307,0.027512479,0.117356643,0.125694813,0.119208359,0.08412956
Dataset,WebQuestions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",WebQuestions,0,0,0,1,0,0,0,3,2,2,6,10,23,32,57,127,177,0,0,0,0.175746924,0,0,0,0.131406045,0.056417489,0.028893383,0.035095929,0.048000768,0.090398145,0.129496985,0.15921343,0.154484302,0.13295475
Dataset,Weibo NER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Named Entity Recognition > Chinese Named Entity Recognition 
",Weibo NER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0.016759308,0.004865647,0.003755784
Dataset,WikiBio,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Text Generation > Table-to-text Generation 
",WikiBio,0,0,0,0,0,0,0,0,0,0,1,0,3,6,16,42,74,0,0,0,0,0,0,0,0,0,0,0.005849321,0,0.011791062,0.024280685,0.044691489,0.051089297,0.055585602
Dataset,WikiHop,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",WikiHop,0,0,0,0,0,0,0,0,0,0,7,6,13,5,15,24,25,0,0,0,0,0,0,0,0,0,0,0.04094525,0.028800461,0.051094604,0.020233904,0.041898271,0.029193884,0.01877892
Dataset,Wikipedia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Graphs > Node Classification >  
",Wikipedia,2,13,28,47,60,37,68,142,262,362,816,952,1204,1279,2009,4715,6679,1.298701299,3.439153439,8.459214502,8.260105448,7.371007371,6.176961603,5.728727885,6.219886115,7.390691114,5.229702398,4.773046327,4.569673115,4.732146366,5.175832625,5.611575096,5.735381771,5.016976143
